Area Type,Area Name (County Names),Period,Series Code,Industry Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,20238000,Specialty Trade Contractors,11300,13500,2200,19.5
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,30000000,Manufacturing,26200,25500,-700,-2.7
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,31000000,Durable Goods Manufacturing,19500,18800,-700,-3.6
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,31334000,Computer and Electronic Product Manufacturing,5500,4700,-800,-14.5
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,32000000,Nondurable Goods Manufacturing,6700,6700,0,0.0
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,32325000,Chemical Manufacturing,2300,2600,300,13.0
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,40000000,"Trade, Transportation, and Utilities",59000,63100,4100,6.9
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,41000000,Wholesale Trade,13100,14200,1100,8.4
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,42000000,Retail Trade,39600,41700,2100,5.3
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,42445000,Food and Beverage Stores,8600,9600,1000,11.6
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,42448000,Clothing and Clothing Accessories Stores,5000,4300,-700,-14.0
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,42452000,General Merchandise Stores,5900,6100,200,3.4
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",6300,7200,900,14.3
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,43400089,Transportation and Warehousing,5400,6200,800,14.8
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,50000000,Information,5000,5000,0,0.0
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,55000000,Financial Activities,16400,16000,-400,-2.4
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,55520000,Finance and Insurance,12300,11700,-600,-4.9
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,55522000,Credit Intermediation and Related Activities,7400,6900,-500,-6.8
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,55524000,Insurance Carriers and Related Activities,3800,3600,-200,-5.3
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,55530000,Real Estate and Rental and Leasing,4100,4300,200,4.9
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,60000000,Professional and Business Services,42900,48900,6000,14.0
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,60540000,"Professional, Scientific, and Technical Services",16600,19900,3300,19.9
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,60550000,Management of Companies and Enterprises,7300,7700,400,5.5
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,60560000,Administrative and Support and Waste Management and Remediation Services,19000,21300,2300,12.1
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,60561000,Administrative and Support Services,18000,20200,2200,12.2
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,60561300,Employment Services,8200,9000,800,9.8
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",47700,58000,10300,21.6
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,70000000,Leisure and Hospitality,37800,45100,7300,19.3
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,70720000,Accommodation and Food Services,32600,39000,6400,19.6
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),9500,10000,500,5.3
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,90000000,Government,46900,49000,2100,4.5
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,90910000,Federal Government,7300,7300,0,0.0
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,90940000,State and Local Government,39600,41700,2100,5.3
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,90920000,State Government,3000,3500,500,16.7
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,90921611,State Government Education,1500,2000,500,33.3
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,90922000,State Government Excluding Education,1500,1500,0,0.0
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,90930000,Local Government,36600,38200,1600,4.4
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,90931611,Local Government Education,21000,21900,900,4.3
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA (Ventura County),2018-2028,90932000,Local Government Excluding Education,15600,16300,700,4.5
Metropolitan Area,Redding MSA (Shasta County),2018-2028,000001,Total Employment,72500,78400,5900,8.1
Metropolitan Area,Redding MSA (Shasta County),2018-2028,006010,Self Employment,4200,4600,400,9.5
Metropolitan Area,Redding MSA (Shasta County),2018-2028,008010,Private Household Workers,100,100,0,0.0
Metropolitan Area,Redding MSA (Shasta County),2018-2028,11000000,Total Farm,900,900,0,0.0
Metropolitan Area,Redding MSA (Shasta County),2018-2028,0,Total Nonfarm,67300,72800,5500,8.2
Metropolitan Area,Redding MSA (Shasta County),2018-2028,15000000,"Mining, Logging, and Construction",3500,4100,600,17.1
Metropolitan Area,Redding MSA (Shasta County),2018-2028,30000000,Manufacturing,2600,2500,-100,-3.8
Metropolitan Area,Redding MSA (Shasta County),2018-2028,40000000,"Trade, Transportation, and Utilities",12800,13000,200,1.6
Metropolitan Area,Redding MSA (Shasta County),2018-2028,41000000,Wholesale Trade,1800,1800,0,0.0
Metropolitan Area,Redding MSA (Shasta County),2018-2028,42000000,Retail Trade,9100,9000,-100,-1.1
Metropolitan Area,Redding MSA (Shasta County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",1900,2200,300,15.8
Metropolitan Area,Redding MSA (Shasta County),2018-2028,50000000,Information,600,500,-100,-16.7
Metropolitan Area,Redding MSA (Shasta County),2018-2028,55000000,Financial Activities,2700,3000,300,11.1
Metropolitan Area,Redding MSA (Shasta County),2018-2028,60000000,Professional and Business Services,7500,8100,600,8.0
Metropolitan Area,Redding MSA (Shasta County),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",15100,18200,3100,20.5
Metropolitan Area,Redding MSA (Shasta County),2018-2028,70000000,Leisure and Hospitality,6800,7200,400,5.9
Metropolitan Area,Redding MSA (Shasta County),2018-2028,70720000,Accommodation and Food Services,5900,6000,100,1.7
Metropolitan Area,Redding MSA (Shasta County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),2500,2400,-100,-4.0
Metropolitan Area,Redding MSA (Shasta County),2018-2028,90000000,Government,13300,13800,500,3.8
Metropolitan Area,Redding MSA (Shasta County),2018-2028,90910000,Federal Government,1300,1300,0,0.0
Metropolitan Area,Redding MSA (Shasta County),2018-2028,90940000,State and Local Government,12000,12500,500,4.2
Metropolitan Area,Redding MSA (Shasta County),2018-2028,90920000,State Government,2000,2100,100,5.0
Metropolitan Area,Redding MSA (Shasta County),2018-2028,90930000,Local Government,10000,10400,400,4.0
Metropolitan Area,Redding MSA (Shasta County),2018-2028,90931611,Local Government Education,5500,5700,200,3.6
Metropolitan Area,Redding MSA (Shasta County),2018-2028,90932000,Local Government Excluding Education,4600,4700,100,2.2
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,000001,Total Employment,1610500,1773100,162600,10.1
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,006010,Self Employment,88400,96400,8000,9.0
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,008010,Private Household Workers,900,1200,300,33.3
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,11000000,Total Farm,14500,14800,300,2.1
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,0,Total Nonfarm,1506700,1660700,154000,10.2
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,10000000,Mining and Logging,1200,1100,-100,-8.3
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,20000000,Construction,105200,119000,13800,13.1
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,20236000,Construction of Buildings,15600,17700,2100,13.5
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,20237000,Heavy and Civil Engineering Construction,12500,13900,1400,11.2
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,20238000,Specialty Trade Contractors,77000,87400,10400,13.5
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,20238100,"Foundation, Structure, and Building Exterior Contractors",24000,27200,3200,13.3
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,20238200,Building Equipment Contractors,26800,31600,4800,17.9
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,20238300,Building Finishing Contractors,17800,19800,2000,11.2
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,30000000,Manufacturing,101100,98400,-2700,-2.7
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,31000000,Durable Goods Manufacturing,65100,63000,-2100,-3.2
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,31332000,Fabricated Metal Product Manufacturing,15000,15400,400,2.7
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,32000000,Nondurable Goods Manufacturing,36000,35500,-500,-1.4
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,40000000,"Trade, Transportation, and Utilities",379600,434800,55200,14.5
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,41000000,Wholesale Trade,65500,69200,3700,5.6
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,41423000,"Merchant Wholesalers, Durable Goods",38500,40000,1500,3.9
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,41424000,"Merchant Wholesalers, Nondurable Goods",24000,26800,2800,11.7
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,42000000,Retail Trade,181200,183400,2200,1.2
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,42441000,Motor Vehicle and Parts Dealers,26000,26300,300,1.2
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,42441300,"Automotive Parts, Accessories, and Tire Stores",7500,7200,-300,-4.0
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,42444000,Building Material and Garden Equipment and Supplies Dealers,14300,14300,0,0.0
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,42445000,Food and Beverage Stores,34100,37200,3100,9.1
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,42446000,Health and Personal Care Stores,11600,12100,500,4.3
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,42448000,Clothing and Clothing Accessories Stores,21000,18700,-2300,-11.0
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,42448100,Clothing Stores,15800,14100,-1700,-10.8
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,42452000,General Merchandise Stores,36000,35900,-100,-0.3
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,43000000,"Transportation, Warehousing, and Utilities",132900,182200,49300,37.1
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,43220000,Utilities,4900,4900,0,0.0
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,43400089,Transportation and Warehousing,128000,177300,49300,38.5
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,43484000,Truck Transportation,27000,33600,6600,24.4
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,43484100,General Freight Trucking,21200,27100,5900,27.8
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,43492000,Couriers and Messengers,14300,20000,5700,39.9
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,43493000,Warehousing and Storage,68900,104700,35800,52.0
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,50000000,Information,11400,12100,700,6.1
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,50511000,Publishing Industries (except Internet),1600,1500,-100,-6.3
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,50517000,Telecommunications,5300,5400,100,1.9
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,55000000,Financial Activities,43800,45300,1500,3.4
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,55520000,Finance and Insurance,24600,24700,100,0.4
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,55522000,Credit Intermediation and Related Activities,13400,12800,-600,-4.5
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,55522100,Depository Credit Intermediation,9000,7800,-1200,-13.3
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,55522200,Nondepository Credit Intermediation,2900,3100,200,6.9
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,55524000,Insurance Carriers and Related Activities,9400,10300,900,9.6
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,55524100,Insurance Carriers,3200,3200,0,0.0
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,55530000,Real Estate and Rental and Leasing,19300,20600,1300,6.7
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,55531000,Real Estate,13400,14800,1400,10.4
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,60000000,Professional and Business Services,151400,165900,14500,9.6
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,60540000,"Professional, Scientific, and Technical Services",42000,47100,5100,12.1
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,60550000,Management of Companies and Enterprises,8300,8400,100,1.2
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,60560000,Administrative and Support and Waste Management and Remediation Services,101000,110400,9400,9.3
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,60561000,Administrative and Support Services,97100,105800,8700,9.0
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,60561300,Employment Services,43100,47500,4400,10.2
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,60561600,Investigation and Security Services,16100,17300,1200,7.5
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,60561700,Services to Buildings and Dwellings,20300,22600,2300,11.3
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",239500,277900,38400,16.0
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,65610000,Educational Services (Private),19400,21700,2300,11.9
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,65611300,"Colleges, Universities, and Professional Schools",6300,7200,900,14.3
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,65620000,Health Care and Social Assistance,220100,256200,36100,16.4
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,65621000,Ambulatory Health Care Services,74900,92600,17700,23.6
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,65621100,Offices of Physicians,23100,25800,2700,11.7
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,65622000,Hospitals (Private),40200,44600,4400,10.9
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,65623000,Nursing and Residential Care Facilities,27200,31500,4300,15.8
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,70000000,Leisure and Hospitality,170600,191200,20600,12.1
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,70710000,"Arts, Entertainment, and Recreation",19800,21300,1500,7.6
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,70720000,Accommodation and Food Services,150900,170000,19100,12.7
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,70721000,Accommodation,18400,17900,-500,-2.7
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,70722000,Food Services and Drinking Places,132500,152000,19500,14.7
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,70722500,Restaurants and Other Eating Places,128100,147500,19400,15.1
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),45800,48300,2500,5.5
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,80811000,Repair and Maintenance,17300,17700,400,2.3
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,80812000,Personal and Laundry Services,12900,14500,1600,12.4
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,90000000,Government,257200,266700,9500,3.7
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,90910000,Federal Government,20700,21000,300,1.4
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,90940000,State and Local Government,236500,245700,9200,3.9
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,90920000,State Government,30600,32500,1900,6.2
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,90921611,State Government Education,12800,14200,1400,10.9
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,90922000,State Government Excluding Education,17800,18300,500,2.8
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,90930000,Local Government,205900,213300,7400,3.6
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,90931611,Local Government Education,125300,128700,3400,2.7
Metropolitan Area,Riverside-San Bernardino-Ontario MSA (Riverside and San Bernardino Counties),2018-2028,90932000,Local Government Excluding Education,80600,84600,4000,5.0
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,000001,Total Employment,1080300,1170600,90300,8.4
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,006010,Self Employment,71900,77600,5700,7.9
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,008010,Private Household Workers,1000,1100,100,10.0
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,11000000,Total Farm,9100,9100,0,0.0
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,0,Total Nonfarm,998300,1082800,84500,8.5
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,10000000,Mining and Logging,500,400,-100,-20.0
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,20000000,Construction,64500,71500,7000,10.9
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,20236000,Construction of Buildings,13700,15500,1800,13.1
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,20238000,Specialty Trade Contractors,44400,49100,4700,10.6
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,20238100,"Foundation, Structure, and Building Exterior Contractors",12600,13700,1100,8.7
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,20238200,Building Equipment Contractors,17500,19700,2200,12.6
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,20238300,Building Finishing Contractors,9500,10900,1400,14.7
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,30000000,Manufacturing,36000,36200,200,0.6
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,31000000,Durable Goods Manufacturing,23200,23400,200,0.9
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,31334000,Computer and Electronic Product Manufacturing,4500,4800,300,6.7
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,32000000,Nondurable Goods Manufacturing,12700,12800,100,0.8
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,32311000,Food Manufacturing,4300,4200,-100,-2.3
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,40000000,"Trade, Transportation, and Utilities",159900,168900,9000,5.6
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,41000000,Wholesale Trade,28400,29200,800,2.8
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,41423000,"Merchant Wholesalers, Durable Goods",15900,16300,400,2.5
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,41424000,"Merchant Wholesalers, Nondurable Goods",10800,11600,800,7.4
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,42000000,Retail Trade,102000,102200,200,0.2
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,42441000,Motor Vehicle and Parts Dealers,15100,15500,400,2.6
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,42444000,Building Material and Garden Equipment and Supplies Dealers,8500,9000,500,5.9
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,42445100,Grocery Stores,19100,20900,1800,9.4
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,42446000,Health and Personal Care Stores,6000,6300,300,5.0
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,42448000,Clothing and Clothing Accessories Stores,8200,7100,-1100,-13.4
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,42451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",4100,3400,-700,-17.1
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,42452000,General Merchandise Stores,19300,19500,200,1.0
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,43000000,"Transportation, Warehousing, and Utilities",29600,37500,7900,26.7
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,50000000,Information,12400,11800,-600,-4.8
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,50511000,Publishing Industries (except Internet),2400,2300,-100,-4.2
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,50517000,Telecommunications,3500,3400,-100,-2.9
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,55000000,Financial Activities,53400,55200,1800,3.4
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,55520000,Finance and Insurance,36600,37200,600,1.6
